id,name,province_id
130600,Kab. Ketapang,130000
130800,Kab. Bengkayang,130000
131000,Kab. Sekadau,130000
131100,Kab. Melawi,130000
131200,Kab. Kayong Utara,130000
131300,Kab. Kuburaya,130000
136100,Kota Singkawang,130000
140100,Kab. Kapuas,140000
140200,Kab. Barito Selatan,140000
140300,Kab. Barito Utara,140000
140500,Kab. Kotawaringin Barat,140000
140600,Kab. Katingan,140000
140700,Kab. Seruyan,140000
140800,Kab. Sukamara,140000
140900,Kab. Lamandau,140000
141200,Kab. Murung Raya,140000
141300,Kab. Barito Timur,140000
150100,Kab. Banjar,150000
150200,Kab. Tanah Laut,150000
150300,Kab. Barito Kuala,150000
150400,Kab. Tapin,150000
150600,Kab. Hulu Sungai Tengah,150000
150700,Kab. Hulu Sungai Utara,150000
150800,Kab. Tabalong,150000
150900,Kab. Kotabaru,150000
151000,Kab. Balangan,150000
156000,Kota Banjarmasin,150000
156100,Kota Banjarbaru,150000
160100,Kab. Paser,160000
160200,Kab. Kutai Kartanegara,160000
160300,Kab. Berau,160000
161000,Kab. Kutai Timur,160000
161100,Kab. Penajam Paser Utara,160000
166000,Kota Samarinda,160000
166100,Kota Balikpapan,160000
166300,Kota Bontang,160000
170100,Kab. Bolaang Mongondow,170000
170200,Kab. Minahasa,170000
176000,Kota Manado,170000
190300,Kab. Gowa,190000
190400,Kab. Takalar,190000
190500,Kab. Jeneponto,190000
190600,Kab. Barru,190000
190700,Kab. Bone,190000
190800,Kab. Wajo,190000
190900,Kab. Soppeng,190000
191000,Kab. Bantaeng,190000
191100,Kab. Bulukumba,190000
191200,Kab. Sinjai,190000
191300,Kab. Kepulauan Selayar,190000
191400,Kab. Pinrang,190000
191500,Kab. Sidenreng Rappang,190000
191600,Kab. Enrekang,190000
191700,Kab. Luwu,190000
191800,Kab. Tana Toraja,190000
192400,Kab. Luwu Utara,190000
192600,Kab. Luwu Timur,190000
192700,Kab. Toraja Utara,190000
196000,Kota Makassar,190000
196100,Kota Parepare,190000
196200,Kota Palopo,190000
200100,Kab. Konawe,200000
200200,Kab. Muna,200000
200300,Kab. Buton,200000
200400,Kab. Kolaka,200000
200800,Kab. Kolaka Utara,200000
200900,Kab. Konawe Utara,200000
201000,Kab. Buton Utara,200000
201100,Kab. Kolaka Timur,200000
201200,Kab. Konawe Kepulauan,200000
201300,Kab. Muna Barat,200000
201400,Kab. Buton Selatan,200000
201600,Kab. Buton Tengah,200000
206000,Kota Kendari,200000
206100,Kota Baubau,200000
210100,Kab. Maluku Tengah,210000
210200,Kab. Maluku Tenggara,210000
210300,Kab. Buru,210000
210400,Kab. Maluku Tenggara Barat,210000
210500,Kab. Seram Bagian Barat,210000
210600,Kab. Seram Bagian Timur,210000
210700,Kab. Kepulauan Aru,210000
210800,Kab. Maluku Barat Daya,210000
210900,Kab. Buru Selatan,210000
216000,Kota Ambon,210000
216100,Kota Tual,210000
220100,Kab. Buleleng,220000
220200,Kab. Jembrana,220000
220300,Kab. Tabanan,220000
220400,Kab. Badung,220000
220500,Kab. Gianyar,220000
220600,Kab. Klungkung,220000
220700,Kab. Bangli,220000
220800,Kab. Karang Asem,220000
226000,Kota Denpasar,220000
230100,Kab. Lombok Barat,230000
230200,Kab. Lombok Tengah,230000
230300,Kab. Lombok Timur,230000
230400,Kab. Sumbawa,230000
230500,Kab. Dompu,230000
230600,Kab. Bima,230000
230700,Kab. Sumbawa Barat,230000
230800,Kab. Lombok Utara,230000
236000,Kota Mataram,230000
236100,Kota Bima,230000
240100,Kab. Kupang,240000
240300,Kab. Timor Tengah Selatan,240000
240400,Kab. Timor Tengah Utara,240000
240500,Kab. Belu,240000
240600,Kab. Alor,240000
240700,Kab. Flores Timur,240000
350900,Serbia,350000
351100,Syria,350000
240800,Kab. Sikka,240000
241000,Kab. Ngada,240000
241100,Kab. Manggarai,240000
241200,Kab. Sumba Timur,240000
241400,Kab. Lembata,240000
241500,Kab. Rote-Ndao,240000
241600,Kab. Manggarai Barat,240000
241700,Kab. Nagakeo,240000
241900,Kab. Sumba Barat Daya,240000
242000,Kab. Manggarai Timur,240000
242100,Kab. Sabu Raijua,240000
242200,Kab. Malaka,240000
246000,Kota Kupang,240000
250200,Kab. Biak Numfor,250000
250300,Kab. Kepulauan Yapen,250000
250700,Kab. Merauke,250000
250900,Kab. Nabire,250000
251000,Kab. Paniai,250000
251100,Kab. Puncak Jaya,250000
251200,Kab. Mimika,250000
251400,Kab. Mappi,250000
251500,Kab. Asmat,250000
251600,Kab. Yahukimo,250000
251700,Kab. Pegunungan Bintang,250000
251800,Kab. Tolikara,250000
252000,Kab. Keerom,250000
252600,Kab. Waropen,250000
252700,Kab. Supiori,250000
252800,Kab. Memberamo Raya,250000
252900,Kab. Nduga,250000
253100,Kab. Membramo Tengah,250000
253200,Kab. Yalimo,250000
253300,kab. Puncak,250000
253400,Kab. Dogiyai,250000
253600,Kab. Intan Jaya,250000
256000,Kota Jayapura,250000
260100,Kab. Bengkulu Utara,260000
260200,Kab. Rejang Lebong,260000
260400,Kab. Muko-muko,260000
260500,Kab. Kepahiang,260000
260600,Kab. Lebong,260000
260700,Kab. Kaur,260000
260800,Kab. Seluma,260000
266000,Kota Bengkulu,260000
270100,Kab. Pulau Taliabu,270000
270200,Kab. Halmahera Tengah,270000
270300,Kab. Halmahera Barat,270000
270400,Kab. halmahera Utara,270000
270600,Kab. Halmahera Timur,270000
270700,Kab. Kepulauan Sula,270000
270800,Kab. Kepulauan Morotai,270000
276000,Kota Ternate,270000
276100,Kota Tidore Kepulauan,270000
280100,Kab. Pandeglang,280000
280300,Kab. Tangerang,280000
280400,Kab. Serang,280000
286000,Kota Cilegon,280000
286100,Kota Tangerang,280000
286300,Kota Tangerang Selatan,280000
290100,Kab. Bangka,290000
290200,Kab. Belitung,290000
290300,Kab. Bangka Tengah,290000
290500,Kab. Bangka Selatan,290000
290600,Kab. Belitung Timur,290000
296000,Kota Pangkalpinang,290000
300100,Kab. Boalemo,300000
300200,Kab. Gorontalo,300000
300300,Kab. Pohuwato,300000
300500,Kab. Gorontalo Utara,300000
306000,Kota Gorontalo,300000
310100,Kab. Bintan,310000
310200,Kab. Karimun,310000
310400,Kab. Lingga,310000
310500,Kab. Kepulauan Anambas,310000
316000,Kota Batam,310000
316100,Kota Tanjungpinang,310000
320100,Kab. Fak-Fak,320000
320300,Kab. Teluk Wondama,320000
320400,Kab. Teluk Bintuni,320000
320500,Kab. Manokwari,320000
320600,Kab. Sorong Selatan,320000
320700,Kab. Sorong,320000
320900,Kab. Tambrauw,320000
321000,Kab. Maybrat,320000
321100,Kab. Pegunungan Arfak,320000
321200,Kab. Manokwari Selatan,320000
330100,Kab. Mamuju,330000
330200,Kab. Pasangkayu,330000
330300,Kab. Polewali Mandar,330000
330400,Kab. Mamasa,330000
330500,Kab. Majene,330000
340100,Kab. Malinau,340000
340200,Kab. Bulungan,340000
340300,Kab. Tana Tidung,340000
340500,Kab. Nunukan,340000
346000,Kota Tarakan,340000
350200,Japan,350000
350300,Mesir,350000
350400,Malaysia,350000
350500,Myanmar,350000
350700,Rusia,350000
350800,Arab Saudi,350000
351000,Singapura,350000
351300,Taiwan,350000
351400,Cina,350000
351500,Brunei Darussalam,350000
010100,Kab. Kepulauan Seribu,010000
016000,Kota Jakarta Pusat,010000
016100,Kota Jakarta Utara,010000
016200,Kota Jakarta Barat,010000
022200,Kab. Bekasi,020000
026200,Kota Sukabumi,020000
026800,Kota Tasikmalaya,020000
030400,Kab. Banjarnegara,030000
031000,Kab. Klaten,030000
031500,Kab. Grobogan,030000
032000,Kab. Jepara,030000
032600,Kab. Pekalongan,030000
036100,Kota Surakarta,030000
040200,Kab. Sleman,040000
050100,Kab. Gresik,050000
050700,Kab. Lamongan,050000
051300,Kab. Kediri,050000
051800,Kab. Malang,050000
052300,Kab. Situbondo,050000
052800,Kab. Sumenep,050000
056400,Kota Mojokerto,050000
060100,Kab. Aceh Besar,060000
060500,Kab. Aceh Tengah,060000
060800,Kab. Aceh Tenggara,060000
061100,Kab. Simeulue,060000
061200,Kab. Bireuen,060000
061300,Kab. Aceh Singkil,060000
061400,Kab. Aceh Tamiang,060000
061500,Kab. Nagan Raya,060000
061600,Kab. Aceh Jaya,060000
061700,Kab. Aceh Barat Daya,060000
061800,Kab. Gayo Lues,060000
061900,Kab. Bener Meriah,060000
062000,Kab. Pidie Jaya,060000
066000,Kota Sabang,060000
066100,Kota Banda Aceh,060000
066200,Kota Lhokseumawe,060000
066300,Kota Langsa,060000
066400,Kota Subulussalam,060000
070100,Kab. Deli Serdang,070000
070200,Kab. Langkat,070000
070300,Kab. Karo,070000
070400,Kab. Simalungun,070000
070500,Kab. Dairi,070000
070600,Kab. Asahan,070000
070700,Kab. Labuhan Batu,070000
070800,Kab. Tapanuli Utara,070000
070900,Kab. Tapanuli Tengah,070000
080500,Kab. Padang Pariaman,080000
081000,Kab. Kepulauan Mentawai,080000
086200,Kota Padang Panjang,080000
090200,Kab. Bengkalis,090000
091000,Kab. Rokan Hilir,090000
100100,Kab. Batang Hari,100000
100600,Kab. Tebo,100000
100900,Kab. Merangin,100000
110300,Kab. Ogan Komering Ulu,110000
110800,Kab. Ogan Komering Ulu Timur,110000
116200,Kota Lubuk Linggau,110000
120500,Kab. Tulang Bawang,120000
121200,Kab. Tulang Bawang Barat,120000
130300,Kab. Sanggau,130000
130900,Kab. Landak,130000
136000,Kota Pontianak,130000
140400,Kab. Kotawaringin Timur,140000
141000,Kab. Gunung Mas,140000
141100,Kab. Pulang Pisau,140000
146000,Kota Palangka Raya,140000
150500,Kab. Hulu Sungai Selatan,150000
151100,Kab. Tanah Bumbu,150000
160900,Kab. Kutai Barat,160000
161200,Kab. Mahakam Ulu,160000
170300,Kab. Kep. Sangihe,170000
170400,Kab. Kepulauan Talaud,170000
170500,Kab. Minahasa Selatan,170000
170600,Kab. Minahasa Utara,170000
170800,Kab. Bolaang Mongondow Utara,170000
170900,Kab. Kepulauan Siau Tagulandang Biaro,170000
171000,Kab. Minahasa Tenggara,170000
171100,Kab. Bolaang Mongondow Timur,170000
171200,Kab. Bolaang Mongondow Selatan,170000
176100,Kota Bitung,170000
176200,Kota Tomohon,170000
176300,Kota Kotamobagu,170000
180100,Kab. Banggai Kepulauan,180000
180200,Kab. Donggala,180000
180300,Kab. Poso,180000
180400,Kab. Banggai,180000
180500,Kab. Buol,180000
180600,Kab. Tolitoli,180000
180700,Kab. Morowali,180000
180800,Kab. Parigi Moutong,180000
180900,Kab. Tojo Una-Una,180000
181000,Kab. Sigi,180000
181100,Kab. Banggai Laut,180000
181200,Kab. Morowali Utara,180000
186000,Kota Palu,180000
190100,Kab. Maros,190000
190200,Kab. Pangkajene Kepulauan,190000
200500,Kab. Konawe Selatan,200000
200600,Kab. Wakatobi,200000
200700,Kab. Bombana,200000
240900,Kab. Ende,240000
241300,Kab. Sumba Barat,240000
241800,Kab. Sumba Tengah,240000
250100,Kab. Jayapura,250000
250800,Kab. Jaya Wijaya,250000
251300,Kab. Boven Digoel,250000
251900,Kab. Sarmi,250000
253000,Kab. Lanny Jaya,250000
253500,Kab. Deiyai,250000
260300,Kab. Bengkulu Selatan,260000
260900,Kab. Bengkulu Tengah,260000
270500,Kab. Halmahera Selatan,270000
280200,Kab. Lebak,280000
286200,Kota Serang,280000
290400,Kab. Bangka Barat,290000
300400,Kab. Bone Bolango,300000
310300,Kab. Natuna,310000
320200,Kab. Kaimana,320000
320800,Kab. Raja Ampat,320000
326000,Kota Sorong,320000
330600,Kab. Mamuju Tengah,330000
350100,Belanda,350000
350600,Filipina,350000
351200,Thailand,350000
